"# Required | Enter a unique ID for the item, such as a SKU. If there are multiple instances of the same ID, these will be ignored. | Max characters: 100",# Required | The title of the item. | Max character limit: 100,# Required | A short description describing the item. | Max character limit: 5000,"# Required | The current availability of the item in your store. | Supported values: in stock, available for order, preorder, out of stock, discontinued","# Required | The current condition of the item in your store. | Supported values: new, refurbished, used",# Required | The cost and currency of the item. The price is a number followed by the currency code (ISO 4217 standards).,# Required | The URL of the website where you can buy the item. ,"# Required | The URL for the image used in your ad. For square (1:1) aspect ratios in the carousel ad format, your image should be 600x600. For single image ads, your image should be at least 1200x630 ","# Required | You can use unique manufacturer part number (MPN), Global Trade Item Number (GTIN), or brand name for your product. You only need to use one of these values for this column (not all of them). | Supported values for GTIN: UPC, EAN, JAN and ISBN | Max character limit: 70","# Optional | Additional image URLs for the item. You can include up to 10 image URLs. Use "","" to separate each URL. | Max character limit: 2000","# Optional | The age group for your item. | Supported values: newborn, infant, toddler, kids, adult",# Optional | The item color. | Max character limit: 100,"# Optional | The item's gender. | Supported values: male, female, unisex","# Optional | Items that are varients of a specific product. Provide the same item_group_id for all items that are varients. For example, a red Polo Shirt is a variant of Polo Shirt. Facebook maps this to the retailer_product_group_id once we get your feed. For dynamic ads, Facebook picks only one item out of the group based on the signal we receive from the pixel or app event.",# Optional | A preset value from Google's product taxonomy. For example: Apparel & Accessories > Clothing > Dresses | Max character limit: 250,"# Optional | The material the product is made from, such as cotton, denim or leather. | Max character limit: 200",# Optional | Pattern or graphic print on a product. | Max character limit: 100,# Optional | The category the product belongs in. For example: Home & Garden > Kitchen & Dining > Appliances > Refrigerators | Max character limit: 750,"# Optional | The discounted cose and currency code for the product if it's on sale. The sale price is a number followed by the currency code (ISO 4217 standards). Use ""."" as the decimal for the sale price. The sale price is required if you plan on using an overlay for discounted prices.","# Optional | The start and end date and time for your sale, written as: YYYY-MM-DDT0:00-23:59/YYYY-MM-DDT0:00-23:59.","# Optional | The type of shipping for the item, written as: COUNTRY:STATE:SHIPPING_TYPE:PRICE. Use "";"" to separate different regions. For example: US:CA:Ground:9.99 USD,US:NY:Air:15.99 USD","# Optional | The shipping weight of the item. | Supported values: lb, oz, g, kg",# Optional | The size of the item. For example: small or XL.,# Optional | Additional information about the product you want to include. | Max character limit: 100,# Optional | Additional information about the product you want to include. | Max character limit: 100,# Optional | Additional information about the product you want to include. | Max character limit: 100,# Optional | Additional information about the product you want to include. | Max character limit: 101,# Optional | Additional information about the product you want to include. | Max character limit: 100,
id,title,description,availability,condition,price,link,image_link,brand,additional_image_link,age_group,color,gender,item_group_id,zencart_ID,material,pattern,product_type,sale_price,sale_price_effective_date,shipping,shipping_weight,size,google_product_category,custom_label_1,custom_label_2,custom_label_3,custom_label_4,
478,"30"" Proline Range Hoods PLJW 185.30 Under Cabinet Range Hood","30"" width. A slim 5"" tall and powerful 600 CFM under cabinet range hood. Brushed stainless steel, 4 speeds, 2 LED lights, baffle filters, easy instalation.",in stock,new,364.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=33_49&products_id=478,https://prohoods.com/media/catalog/product/cache/13/image/9df78eab33525d08d6e5fb8d27136e95/p/r/proline-range-hoods-stainless-steel-30-inch-wall-mount-range-hood-pljw-185.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/1/images/rangehoods/proline-range-hoods-stainless-steel-30-inch-wall-mount-range-hood-pljw-185_1.jpg.image.750x332.jpg,adult,Stainless Steel,unisex,PLJW 185,PLJW 185.30,Stainless Steel,Brushed Stainless Steel,under,,,,,30,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,478,,,,479
479,"36"" Proline Range Hoods PLJW 185.36 Under Cabinet Range Hood","36"" width. A slim 5"" tall and powerful 600 CFM under cabinet range hood. Brushed stainless steel, 4 speeds, 2 LED lights, baffle filters, easy instalation.",in stock,new,389.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=33_51&products_id=479,http://www.prolinerangehoods.com/bmz_cache/4/images/rangehoods/proline-range-hoods-stainless-steel-36-inch-wall-mount-range-hood-pljw-185.jpg.image.750x460.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/9/images/rangehoods/proline-range-hoods-stainless-steel-36-inch-wall-mount-range-hood-pljw-185_3.jpg.image.750x405.jpg,adult,Stainless Steel,unisex,PLJW 185,PLJW 185.36,Stainless Steel,Brushed Stainless Steel,under,,,,,36,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,479,,,,3
3,"30"" Proline Range Hoods PLJW 129.30 Wall Mount Range Hood","30"" width. Wall mounted range hood with a chimney and powerful 900 CFM wall mount range hood. Brushed stainless steel, 4 speeds, 2 LED lights, baffle filters, easy instalation.",in stock,new,599.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=32_45&products_id=3,http://www.prolinerangehoods.com/bmz_cache/6/images/rangehoods/proline-range-hoods-stainless-steel-30-inch-wall-mount-range-hood-pljw-129j.jpg.image.550x550.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/e/images/rangehoods/proline-range-hoods-stainless-steel-30-inch-wall-mount-range-hood-pljw-129j_1.jpg.image.550x550.jpg,adult,Stainless Steel,unisex,PLJW 129,PLJW 129.30,Stainless Steel,Brushed Stainless Steel,wall,,,,,30,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,3,,,,4
4,"36"" Proline Range Hoods PLJW 129.36 Wall Mount Range Hood","36"" width. Wall mounted range hood with a chimney and powerful 900 CFM wall mount range hood. Brushed stainless steel, 4 speeds, 2 LED lights, baffle filters, easy instalation.",in stock,new,619.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=32_46&products_id=4,http://www.prolinerangehoods.com/bmz_cache/0/images/rangehoods/proline-range-hoods-stainless-steel-36-inch-wall-mount-range-hood-pljw-129j.jpg.image.550x550.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/8/images/rangehoods/proline-range-hoods-stainless-steel-36-inch-wall-mount-range-hood-pljw-129j_1.jpg.image.550x550.jpg,adult,Stainless Steel,unisex,PLJW 129,PLJW 129.36,Stainless Steel,Brushed Stainless Steel,wall,,,,,36,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,4,,,,511
511,"42"" Proline Range Hoods PLJW 129.42 Wall Mount Range Hood","42"" width. Wall mounted range hood with a chimney and powerful 1200 CFM wall mount range hood. Brushed stainless steel, 4 speeds, 4 LED lights, baffle filters, easy instalation.",in stock,new,879.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=32_47&products_id=511,http://www.prolinerangehoods.com/bmz_cache/d/images/rangehoods/proline-range-hoods-stainless-steel-42-inch-wall-mount-range-hood-pljw-129.jpg.image.669x550.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/a/images/rangehoods/proline-range-hoods-stainless-steel-43-inch-wall-mount-range-hood-pljw-129_4.jpg.image.669x550.jpg,adult,Stainless Steel,unisex,PLJW 129,PLJW 129.42,Stainless Steel,Brushed Stainless Steel,wall,,,,,42,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,511,,,,546
546,"48"" Proline Range Hoods PLJW 129.48 Wall Mount Range Hood","48"" width. Wall mounted range hood with a chimney and powerful 1200 CFM wall mount range hood. Brushed stainless steel, 4 speeds, 4 LED lights, baffle filters, easy instalation.",in stock,new,1099.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=32_48&products_id=546,http://www.prolinerangehoods.com/bmz_cache/9/images/rangehoods/proline-range-hoods-stainless-steel-48-inch-wall-mount-range-hood-pljw-129.jpg.image.681x550.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/2/images/rangehoods/proline-range-hoods-stainless-steel-48-inch-wall-mount-range-hood-pljw-129_7.jpg.image.681x550.jpg,adult,Stainless Steel,unisex,PLJW 129,PLJW 129.48,Stainless Steel,Brushed Stainless Steel,wall,,,,,48,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,546,,,,443
443,"30"" Proline Range Hoods PROS 30 Wall Mount Range Hood","30"" width. Wall mounted range hood with a chimney and powerful 900 CFM wall mount chimney range hood. Brushed stainless steel, 4 speeds, 2 LED lights, baffle filters.",in stock,new,679.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=32_45&products_id=443,http://www.prolinerangehoods.com/bmz_cache/a/images/rangehoods/proline-range-hoods-stainless-steel-30-inch-wall-mount-range-hood-prosw.jpg.image.581x550.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/c/images/rangehoods/proline-range-hoods-stainless-steel-30-inch-wall-mount-range-hood-prosw_1.jpg.image.550x550.jpg,adult,Stainless Steel,unisex,PROSW,PROSW 30,Stainless Steel,Brushed Stainless Steel,wall,,,,,30,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,443,,,,566
566,"36"" Proline Range Hoods PROS 36 Wall Mount Range Hood","36"" width. Wall mounted range hood with a chimney and powerful 1800 CFM wall mount chimney range hood. Brushed stainless steel, 4 speeds, 2 LED lights, baffle filters.",in stock,new,1099.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=32_46&products_id=566,http://www.prolinerangehoods.com/bmz_cache/a/images/rangehoods/proline-range-hoods-stainless-steel-30-inch-wall-mount-range-hood-prosw.jpg.image.581x550.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/c/images/rangehoods/proline-range-hoods-stainless-steel-30-inch-wall-mount-range-hood-prosw_1.jpg.image.550x550.jpg,adult,Stainless Steel,unisex,PROSW,PROSW 36,Stainless Steel,Brushed Stainless Steel,wall,,,,,36,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,566,,,,444
444,"42"" Proline Range Hoods PROS 42 Wall Mount Range Hood","42"" width. Wall mounted range hood with a chimney and powerful 1800 CFM wall mount chimney range hood. Brushed stainless steel, 4 speeds, 4 LED lights, baffle filters.",in stock,new,1249.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&products_id=444,http://www.prolinerangehoods.com/bmz_cache/8/images/rangehoods/proline-range-hoods-stainless-steel-42-inch-wall-mount-range-hood-prosw.jpg.image.617x550.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/3/images/rangehoods/proline-range-hoods-stainless-steel-42-inch-wall-mount-range-hood-prosw_1.jpg.image.616x550.jpg,adult,Stainless Steel,unisex,PROSW,PROSW 42,Stainless Steel,Brushed Stainless Steel,wall,,,,,42,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,444,,,,445
445,"48"" Proline Range Hoods PROS 48 Wall Mount Range Hood","48"" width. Wall mounted range hood with a chimney and powerful 1800 CFM wall mount chimney range hood. Brushed stainless steel, 4 speeds, 4 LED lights, baffle filters.",in stock,new,1449.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&products_id=445,http://www.prolinerangehoods.com/bmz_cache/8/images/rangehoods/proline-range-hoods-stainless-steel-48-inch-wall-mount-range-hood-prosw.jpg.image.671x550.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/4/images/rangehoods/proline-range-hoods-stainless-steel-48-inch-wall-mount-range-hood-prosw_1.jpg.image.649x550.jpg,adult,Stainless Steel,unisex,PROSW,PROSW 48,Stainless Steel,Brushed Stainless Steel,wall,,,,,48,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,445,,,,446
446,"54"" Proline Range Hoods PROS 54 Wall Mount Range Hood","54"" width. Wall mounted range hood with a chimney and powerful 1800 CFM wall mount chimney range hood. Brushed stainless steel, 4 speeds, 4 LED lights, baffle filters.",in stock,new,1649.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&products_id=446,http://www.prolinerangehoods.com/bmz_cache/b/images/rangehoods/proline-range-hoods-stainless-steel-54-inch-wall-mount-range-hood-prosw.jpg.image.718x550.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/a/images/rangehoods/proline-range-hoods-stainless-steel-54-inch-wall-mount-range-hood-prosw_1.jpg.image.718x550.jpg,adult,Stainless Steel,unisex,PROSW,PROSW 54,Stainless Steel,Brushed Stainless Steel,wall,,,,,54,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,446,,,,447
447,"60"" Proline Range Hoods PROS 60 Wall Mount Range Hood","60"" width. Wall mounted range hood with a chimney and powerful 1200 CFM wall mount chimney range hood. Brushed stainless steel, 4 speeds, 4 LED lights, baffle filters.",in stock,new,1749.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&products_id=447,http://www.prolinerangehoods.com/bmz_cache/6/images/rangehoods/proline-range-hoods-stainless-steel-60-inch-wall-mount-range-hood-prosw.jpg.image.671x550.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/1/images/rangehoods/proline-range-hoods-stainless-steel-60-inch-wall-mount-range-hood-prosw_1.jpg.image.750x498.jpg,adult,Stainless Steel,unisex,PROSW,PROSW 60,Stainless Steel,Brushed Stainless Steel,wall,,,,,60,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,447,,,,328
328,"24"" Proline Range Hoods PLFW 520.24 Wall Mount Range Hood","24"" width. Wall mounted range hood with a chimney and powerful 600 CFM wall mount range hood. Brushed stainless steel, 6 speeds, 2 LED lights, honeycomb stainless steel filters, easy instalation.",in stock,new,359.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=32_44&products_id=328,http://www.prolinerangehoods.com/bmz_cache/9/images/rangehoods/proline-range-hoods-stainless-steel-24-inch-wall-mount-range-hood-plfw-520.jpg.image.550x550.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/4/images/rangehoods/proline-range-hoods-stainless-steel-24-inch-wall-mount-range-hood-plfw-520_2.jpg.image.590x550.jpg,adult,Stainless Steel,unisex,PLFW 520,PLFW 520.24,Stainless Steel,Brushed Stainless Steel,wall,,,,,24,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,328,,,,282
282,"30"" Proline Range Hoods PLFW 520.30 Wall Mount Range Hood","30"" width. Wall mounted range hood with a chimney and powerful 600 CFM wall mount range hood. Brushed stainless steel, 6 speeds, 2 LED lights, honeycomb stainless steel filters, easy instalation.",in stock,new,439.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=32_45&products_id=282,http://www.prolinerangehoods.com/bmz_cache/f/images/rangehoods/proline-range-hoods-stainless-steel-30-inch-wall-mount-range-hood-plfw-520.jpg.image.564x550.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/a/images/rangehoods/proline-range-hoods-stainless-steel-30-inch-wall-mount-range-hood-plfw-520_1.jpg.image.575x550.jpg,adult,Stainless Steel,unisex,PLFW 520,PLFW 520.30,Stainless Steel,Brushed Stainless Steel,wall,,,,,30,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,282,,,,283
283,"36"" Proline Range Hoods PLFW 520.36 Wall Mount Range Hood","36"" width. Wall mounted range hood with a chimney and powerful 600 CFM wall mount range hood. Brushed stainless steel, 6 speeds, 2 LED lights, honeycomb stainless steel filters, easy instalation.",in stock,new,479.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=32_46&products_id=283,http://www.prolinerangehoods.com/bmz_cache/4/images/rangehoods/proline-range-hoods-stainless-steel-36-inch-wall-mount-range-hood-plfw-520.jpg.image.618x550.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/4/images/rangehoods/proline-range-hoods-stainless-steel-36-inch-wall-mount-range-hood-plfw-520_1.jpg.image.624x550.jpg,adult,Stainless Steel,unisex,PLFW 520,PLFW 520.36,Stainless Steel,Brushed Stainless Steel,wall,,,,,36,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,283,,,,344
344,"42"" Proline Range Hoods PLFW 520.42 Wall Mount Range Hood","42"" width. Wall mounted range hood with a chimney and powerful 1100 CFM wall mount range hood. Brushed stainless steel, 6 speeds, 2 LED lights, honeycomb stainless steel filters, easy instalation.",in stock,new,829.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=32_47&products_id=344,http://www.prolinerangehoods.com/bmz_cache/3/images/rangehoods/proline-range-hoods-stainless-steel-42-inch-wall-mount-range-hood-plfw-520.jpg.image.708x550.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/1/images/rangehoods/proline-range-hoods-stainless-steel-42-inch-wall-mount-range-hood-plfw-520_1.jpg.image.713x550.jpg,adult,Stainless Steel,unisex,PLFW 520,PLFW 520.42,Stainless Steel,Brushed Stainless Steel,wall,,,,,42,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,344,,,,345
345,"48"" Proline Range Hoods PLFW 520.48 Wall Mount Range Hood","48"" width. Wall mounted range hood with a chimney and powerful 1100 CFM wall mount range hood. Brushed stainless steel, 6 speeds, 2 LED lights, honeycomb stainless steel filters, easy instalation.",in stock,new,929.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=32_48&products_id=345,http://www.prolinerangehoods.com/bmz_cache/c/images/rangehoods/proline-range-hoods-stainless-steel-48-inch-wall-mount-range-hood-plfw-520.jpg.image.708x550.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/f/images/rangehoods/proline-range-hoods-stainless-steel-48-inch-wall-mount-range-hood-plfw-520_1.jpg.image.750x516.jpg,adult,Stainless Steel,unisex,PLFW 520,PLFW 520.48,Stainless Steel,Brushed Stainless Steel,wall,,,,,48,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,345,,,,440
440,"24"" Proline Range Hoods PLFI 520.24 Island Range Hood","24"" width. Island range hood with a chimney and powerful 600 CFM Island range hood. Brushed stainless steel, 6 speeds, 4 LED lights, honeycomb stainless steel filters, easy instalation.",in stock,new,635.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=31_39&products_id=440,http://www.prolinerangehoods.com/images/rangehoods/proline-range-hood-stainless-island-24-inch-PLFI520.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/images/rangehoods/proline-range-hood-stainless-island-24-inch-PLFI520_03.jpg,adult,Stainless Steel,unisex,PLFI 520,PLFI 520.24,Stainless Steel,Brushed Stainless Steel,island,,,,,24,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,440,,,,294
294,"30"" Proline Range Hoods PLFI 520.30 Island  Range Hood","30"" width. Island range hood with a chimney and powerful 600 CFM Island range hood. Brushed stainless steel, 6 speeds, 4 LED lights, honeycomb stainless steel filters, easy instalation.",in stock,new,689.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=31_40&products_id=294,http://www.prolinerangehoods.com/bmz_cache/5/images/rangehoods/proline-range-hoods-stainless-steel-30-inch-island-range-hood-plfi-520.jpg.image.550x550.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/8/images/rangehoods/proline-range-hoods-stainless-steel-30-inch-island-range-hood-plfi-520_1.jpg.image.631x550.jpg,adult,Stainless Steel,unisex,PLFI 520,PLFI 520.30,Stainless Steel,Brushed Stainless Steel,island,,,,,30,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,294,,,,295
295,"36"" Proline Range Hoods PLFI 520.36 Island  Range Hood","36"" width. Island range hood with a chimney and powerful 600 CFM Island range hood. Brushed stainless steel, 6 speeds, 4 LED lights, honeycomb stainless steel filters, easy instalation.",in stock,new,779.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=31_41&products_id=295,http://www.prolinerangehoods.com/bmz_cache/5/images/rangehoods/proline-range-hoods-stainless-steel-30-inch-island-range-hood-plfi-520.jpg.image.550x550.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/8/images/rangehoods/proline-range-hoods-stainless-steel-30-inch-island-range-hood-plfi-520_1.jpg.image.631x550.jpg,adult,Stainless Steel,unisex,PLFI 520,PLFI 520.36,Stainless Steel,Brushed Stainless Steel,island,,,,,36,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,295,,,,342
342,"42"" Proline Range Hoods PLFI 520.42 Island Range Hood","42"" width. Island range hood with a chimney and powerful 1100 CFM Island range hood. Brushed stainless steel, 6 speeds, 4 LED lights, stainless steel baffle filters, easy instalation.",in stock,new,949.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=31_42&products_id=342,http://www.prolinerangehoods.com/bmz_cache/7/images/rangehoods/proline-range-hoods-stainless-steel-42-inch-island-range-hood-plfi-520.jpg.image.552x550.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/4/images/rangehoods/proline-range-hoods-stainless-steel-42-inch-island-range-hood-plfi-520_2.jpg.image.640x550.jpg,adult,Stainless Steel,unisex,PLFI 520,PLFI 520.42,Stainless Steel,Brushed Stainless Steel,island,,,,,42,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,342,,,,343
343,"48"" Proline Range Hoods PLFI 520.48 Island Range Hood","48"" width. Island range hood with a chimney and powerful 1100 CFM Island range hood. Brushed stainless steel, 6 speeds, 2 LED lights, stainless steel baffle filters, easy instalation.",out of stock,new,1049.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=31_43&products_id=343,http://www.prolinerangehoods.com/bmz_cache/f/images/rangehoods/proline-range-hood-stainless-island-48-inch-PLFI520.png.image.550x550.png,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/f/images/rangehoods/proline-range-hood-stainless-island-48-inch-PLFI520_01.png.image.550x550.png,adult,Stainless Steel,unisex,PLFI 520,PLFI 520.48,Stainless Steel,Brushed Stainless Steel,island,,,,,48,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,343,,,,453
453,"30"" Proline Range Hoods PLFW 129E.30 Wall Mount Range Hood","30"" width. Wall mounted range hood with a chimney and powerful 900 CFM wall mount range hood. Brushed stainless steel, 4 speeds, 2 LED lights, baffle filters, easy instalation.",in stock,new,599.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=32_45&products_id=453,http://www.prolinerangehoods.com/bmz_cache/2/images/rangehoods/proline-range-hoods-stainless-steel-30-inch-wall-mount-range-hood-plfw-129e.jpg.image.550x550.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/e/images/rangehoods/proline-range-hoods-stainless-steel-30-inch-wall-mount-range-hood-plfw-129e_4.jpg.image.550x550.jpg,adult,Stainless Steel,unisex,PLFW 129E,PLFW 129E.30,Stainless Steel,Brushed Stainless Steel,wall,,,,,30,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,453,,,,454
454,"36"" Proline Range Hoods PLFW 129E.36 Wall Mount Range Hood","36"" width. Wall mounted range hood with a chimney and powerful 900 CFM wall mount range hood. Brushed stainless steel, 4 speeds, 2 LED lights, baffle filters, easy instalation.",in stock,new,619.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=32_46&products_id=454,http://www.prolinerangehoods.com/bmz_cache/e/images/rangehoods/proline-range-hoods-stainless-steel-36-inch-wall-mount-range-hood-plfw-129e.jpg.image.550x550.jpg,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/6/images/rangehoods/proline-range-hoods-stainless-steel-36-inch-wall-mount-range-hood-plfw-129e_1.jpg.image.550x550.jpg,adult,Stainless Steel,unisex,PLFW 129E,PLFW 129E.36,Stainless Steel,Brushed Stainless Steel,wall,,,,,36,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,454,,,,503
503,"30"" Proline Range Hoods PLFI 755.30 Island  Range Hood","30"" width. Island range hood with a chimney and powerful 900 CFM Island range hood. Brushed stainless steel, 4 speeds, 2 LED lights, stainless steel Baffle filters.",in stock,new,849.95,http://www.prolinerangehoods.com/index.php?main_page=product_info&cPath=31_40&products_id=503,http://www.prolinerangehoods.com/bmz_cache/c/images/proline-range-hood-stainless-island-30-inch-PLFW755.png.image.750x495.png,Proline Range Hoods,http://www.prolinerangehoods.com/bmz_cache/4/images/proline-range-hood-stainless-island-30-inch-PLFW755_A.png.image.750x485.png,adult,Stainless Steel,unisex,PLFI 755,PLFI 755.30,Stainless Steel,Brushed Stainless Steel,island,,,,,30,Home & Garden > Kitchen & Dining > Kitchen Appliances > Range Hoods,503,,,,505
